"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Super description de la barre de recherche","5704","testSearch()","","Wed Jan 21 21:12:35 UTC 2026","passed","Wed Jan 21 21:12:41 UTC 2026","","fr.kevin.cap_enterprise.gog.test.HomeTest","fr.kevin.cap_enterprise.gog.test.HomeTest","testSearch"
"","15957","testSearchFailed()","","Wed Jan 21 21:12:19 UTC 2026","failed","Wed Jan 21 21:12:35 UTC 2026","","fr.kevin.cap_enterprise.gog.test.HomeTest","fr.kevin.cap_enterprise.gog.test.HomeTest","testSearchFailed"
