"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26077","testSearchFailed()","","Wed Jan 21 20:10:14 UTC 2026","failed","Wed Jan 21 20:10:40 UTC 2026","","fr.kevin.cap_enterprise.gog.test.HomeTest","fr.kevin.cap_enterprise.gog.test.HomeTest","testSearchFailed"
"Super description de la barre de recherche","5638","testSearch()","","Wed Jan 21 20:10:40 UTC 2026","passed","Wed Jan 21 20:10:46 UTC 2026","","fr.kevin.cap_enterprise.gog.test.HomeTest","fr.kevin.cap_enterprise.gog.test.HomeTest","testSearch"
